,Text,Label
1138,Highly entertaining at all angles.,1
1139,It features an outlandish array of memorable psychotic but lovable nuts.,1
1140,So for our enjoyment we get to see them run around play games and be dangerous.,1
1141,It even has its sweet moments.,1
1142,The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.,1
1143,All the characters in this film are tremendously well played.,1
1144,And I really did find them funny.,1
1145,This is actually a very smart movie.,1
1146,There is a brilliant twist ending.,1
1147," I love it.,1
The ending is so SO perfect... you'll shed a tear.,1
I am so thrilled after seeing a movie like this.,1
I will never forget it now.,1
It is not just a cult... it is a cult CLASSIC.,1
Which has more depth and character than the man underneath it.,0
The Malta settings are as dry and as barren as the dialogue.,0
This movie is terrible.,0
The hockey scenes are terrible defensemen playing like they're 5 years old goalies diving at shots that are 10 feet wide of the net etc.,0
For those that haven't seen it don't waste your time!,0
To call this movie a drama is ridiculous!,0
Started watching this but didn't believe in any of the characters.,0
In particular the relationship between the bakery assistant and the waitress just didn't work for me at all.,0
It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.,0
The characters were very 'stagey' and the storyline was a lot like a stage farce.,0
By the time the pyromaniac waylaid the assistant I was bored and didn't care what happened next and so I switched off.,0
Glad I didn't pay to see it.,0
Didn't laugh or even smile once.,0
But it wasn't anything at all just one big yawn...,0
It is a really good show to watch.,1
It is very educational for children 1 to 8 years old.,1
Barney is definitely super DE duper.,1
is pretty funny.,1
Babie Bop is very cute.,1
The kids are very cool too.,1
 But ""Storm Trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.",0
1148,It's just lame.,0
1149,The guy who said he's had better dialogue with his potted plants has it right.,0
1150,Everything about this movie is stupid.,0
1151,Even if you love bad movies do not watch this movie.,0
1152,It is shameful.,0
1153,I would give this television series a 10 plus if i could.,1
1154,"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.",1
1155,I must say I have taped most of the episodes and i find myself watching them over and over again.,1
1156,Now you know why I gave it a 10+!,1
1157,I don't know exactly what it is about this movie but we latched on to this endearing movie and it has become a special part of our family's memories.,1
1158,I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.,1
1159,The things that the four kids get themselves into is absolutely hilarious to watch.,1
1160,This is one of the best movies out there that shows such strong sibling bond for each other.,1
1161,Much more interesting more action more suspense and less of the unneeded controversy.,1
1162,Everything from acting to cinematography was solid.,1
1163,Definitely worth checking out.,1
1164,Damian is so talented and versatile in so many ways of writing and portraying different Characters on screen.,1
1165,This movie has a cutting edge to it.,1
1166,I am so pleased to know such a modern day genius is out there  letting is passion for Art drive him and taking us as an audience with him.,1
1167,The new characters weren't all that memorable and I found myself forgetting who was who.,0
1168,I felt as though her going to Ireland did absolutely nothing whatsoever.,0
1169,It didn't make me scared horrified or make me sympathetic towards the characters; it was simply annoying.,0
1170,The jerky camera movements were also annoying.,0
1171,The plot was the same as pretty much every other cheap horror.,0
1172,There was a few pathetic attempts to give the characters some depth but it didn't really work into the rest of the plot.,0
1173,I guess it was supposed to be clever twist then shed some light on the situation but it was just stupid.,0
1174,If you see it you should probably just leave it on the shelf.,0
1175,Elias KoteasJack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.,1
1176,This was such an awesome movie that i bought it off of Ebay.,1
1177,I really loved the story line and the poler bear was kinda cute.But if anyone has a question about Fort Steele just ask away:),1
1178,This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times!,0
1179,Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.,0
1180,All this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes.,0
1181,God and I can never get that 90 minutes back!,0
1182,"I think the most wonderful parts (literally full of ""wonder"") are the excerpts from his works.",1
1183,The sets (especially designed to work with the camera) are amazing....stylized beautiful and effective.,1
1184,They could be used as exemplars for any set designer.,1
1185,The stories were powerful explorations of the nature of man and of art.,1
1186,After watching this film I wanted to learn more about the works of this artist.,1
1187,I highly recommend this movie for anyone interested in art poetry theater politics or Japanese history.,1
1188,Here in The Wind and the Lion we see a wonderful rendering of America's own Imperial age.,1
1189,) What makes this story different are the terrific production values - faultless photography composition and editing - the terrific casting - the underappreciated Brian Keith playing a bully Teddy - and vivid history.,1
1190,"Though The Wind and the Lion is told largely through the eyes of the son every member of the family can identify with one of the characters whether it be Sean Connery's noble brigand Candace Bergen's feisty heroine John Huston's wily John Hay or Steve Kanaly's spiffy radiant ruthless can-do lieutenant Roosevelt's ""Big Stick"".",1
